Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths
"GALION POINTE, INC",365385,925 WAGNER AVE,GALION,Crawford,0,0,2,0,38,0,0,0
CAPITAL CITY GARDENS REHABILITATION AND NURSING CE,365315,920 THURBER DRIVE WEST,COLUMBUS,Franklin,10,1,2,0,93,4,1,0
URBANA HEALTH & REHABILITATION CENTER,365365,741 E WATER STREET,URBANA,Champaign,1,0,3,0,47,1,0,0
COLUMBUS COLONY ELDERLY CARE,365421,1150 COLONY DRIVE,WESTERVILLE,Franklin,54,4,17,15,89,25,3,0
HIGHLANDS POST-ACUTE,365490,1578 SHERMAN AVENUE,NORWOOD,Hamilton,2,2,2,0,50,11,1,0
ST CATHERINE'S MANOR OF FINDLAY,365337,2101 GREENDALE BOULEVARD,FINDLAY,Hancock,0,5,1,0,73,0,2,0
MAYFAIR VILLAGE NURSING CARE C,365410,3000 BETHEL RD,COLUMBUS,Franklin,30,2,12,5,67,8,0,0
ROSE LANE NURSING AND REHABILITATION,365289,5425 HIGH MILL AVENUE NW,MASSILLON,Stark,9,25,17,5,140,1,8,0
WESLEY GLEN HEALTH SERVICES CORP,365504,5155 NORTH HIGH STREET,COLUMBUS,Franklin,22,2,18,12,27,31,0,1
ARBORS AT OREGON,365523,904 ISAAC STREETS DRIVE,OREGON,Lucas,35,2,21,7,52,15,8,0
MADISON HEALTH CARE,365306,7600 S RIDGE RD,MADISON,Lake,0,0,1,0,110,0,0,0
WESLEYAN VILLAGE,365162,807 WEST AVE,ELYRIA,Lorain,4,22,1,1,80,11,25,0
HICKORY CREEK OF ATHENS,365589,51 EAST 4TH STREET,THE PLAINS,Athens,0,1,21,0,94,2,0,0
HILL VIEW RETIREMENT CENTER,365444,1610 28TH STREET,PORTSMOUTH,Scioto,0,0,13,0,66,0,0,0
BEST CARE NURSING & REHAB CTR,365398,2159 DOGWOOD RIDGE ROAD,WHEELERSBURG,Scioto,0,0,0,0,81,2,0,0
CARRIAGE INN OF CADIZ INC,365342,308 WEST WARREN STREET,CADIZ,Harrison,0,0,2,0,61,1,0,0
SLOVENE HOME FOR THE AGED,365567,18621 NEFF RD,CLEVELAND,Cuyahoga,7,2,5,0,104,6,2,0
SCHOENBRUNN HEALTHCARE,365152,2594 EAST HIGH AVENUE,NEW PHILADELPHIA,Tuscarawas,0,0,6,0,65,0,2,0
NEWARK CARE AND REHABILITATION,365425,75 MCMILLEN DRIVE,NEWARK,Licking,58,48,13,6,130,30,15,0
LANCIA VILLA ROYALE,365531,1852 SINCLAIR AVENUE,STEUBENVILLE,Jefferson,0,0,4,0,44,0,0,0
