Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation
08/09/2020,495166,STRATFORD HEALTHCARE CENTER,508 RISON STREET,DANVILLE,VA,24541,Y,Y,0,0,0,0,0,0,0,8,0,0,60,49,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Danville City,N,N,POINT (-79.400942 36.578123)
08/09/2020,495002,SOUTH ROANOKE NURSING HOME,"3823 FRANKLIN RD, SW",ROANOKE,VA,24014,Y,Y,0,6,0,53,0,1,0,15,0,0,98,70,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,757.1,0.0,0.0,Roanoke City,N,N,POINT (-79.971339 37.233826)
08/09/2020,495046,OAKWOOD MANOR BEDFORD MEM,1613 OAKWOOD STREET,BEDFORD,VA,24523,Y,Y,0,1,0,16,0,1,0,7,0,1,111,72,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,222.2,13.9,6.3,Bedford City,N,N,POINT (-79.516415 37.351563)
08/09/2020,495087,SALEM HEALTH & REHABILITATION,1945 ROANOKE BLVD,SALEM,VA,24153,Y,Y,0,0,0,0,0,7,1,21,0,0,240,204,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,0.0,0.0,,Salem City,N,N,POINT (-80.021005 37.276969)
08/09/2020,495013,RICHFIELD RECOVERY &  CARE CENTER,3615 WEST MAIN STREET,SALEM,VA,24153,Y,Y,1,5,0,3,0,0,1,32,0,0,280,166,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,18.1,0.0,0.0,Salem City,N,N,POINT (-80.12469 37.278187)
08/09/2020,495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,Y,Y,0,0,0,2,4,46,1,13,0,0,124,103,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,14,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,19.4,0.0,0.0,Hopewell City,N,N,
08/09/2020,495102,MANORCARE HEALTH SERVICES-ARLINGTON,550 SOUTH CARLIN SPRINGS ROAD,ARLINGTON,VA,22204,Y,Y,0,32,0,13,1,35,0,9,0,2,157,116,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,4,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,112.1,17.2,15.4,Arlington,N,N,POINT (-77.128667 38.860725)
08/09/2020,495093,HARRISONBURG HLTH & REHAB CNTR,1225 RESERVOIR STREET,HARRISONBURG,VA,22801,Y,Y,0,14,1,55,0,10,0,7,0,2,180,155,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,0,9,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,6.5,0,354.8,12.9,3.6,Harrisonburg City,N,N,POINT (-78.855698 38.439195)
08/09/2020,495086,ACCORDIUS HEALTH AT BAY POINTE LLC,1148 FIRST COLONIAL RD,VIRGINIA BEACH,VA,23454,Y,Y,0,0,0,2,0,4,0,0,0,0,112,81,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,24.7,0.0,0.0,Virginia Beach City,N,N,POINT (-76.030093 36.867815)
08/09/2020,495108,CHESAPEAKE HEALTH AND REHABILITATION CENTER,688 KINGSBOROUGH SQUARE,CHESAPEAKE,VA,23320,Y,Y,0,1,0,10,0,3,0,6,0,0,180,139,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,2,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,71.9,0.0,0.0,Chesapeake City,N,N,POINT (-76.24621 36.74347)
